DATE,MONTH,cloud_cover,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,humidity,humidity_class
20020703,7,8,1.06,1.08,0,3.5,2.2,4.8,0.99,High
20020704,7,7,2.91,0.59,6.3,0.3,-3.4,4,0.95,Mid
20020705,7,5,3.37,0,8.9,-0.1,-3.7,3.5,0.92,Mid
20020706,7,7,1.86,0.77,6.2,2.8,0.7,4.8,0.93,Mid
20020707,7,6,2.34,0.04,4.1,2.2,-0.2,4.5,0.95,Mid
20020708,7,2,3.82,0,15.2,6.8,2.2,11.3,0.62,Low
20020709,7,3,3.72,0,14.2,8,5.2,10.7,0.72,Low
20020710,7,7,2.68,0.27,8.4,7.2,5.1,9.2,0.9,Mid
20020711,7,8,1.21,0.09,0,4.5,3.2,5.8,0.97,High
20020712,7,6,1.79,0,3.5,6.2,3.8,8.5,0.91,Mid
20020713,7,6,2.1,0.25,7.1,5.5,3,8,0.88,Mid
20020714,7,7,1.59,2.09,0,5.9,2.5,9.2,0.9,Mid
20020715,7,7,1.7,0.64,5.1,3.4,1,5.8,0.97,High
20020716,7,6,1.56,0.74,2.2,3.5,2.4,4.6,0.89,Mid
20020717,7,8,0.92,2.87,0,2.9,1.5,4.2,0.99,High
20020718,7,8,1.38,0.73,0,1.9,0.6,3.2,0.98,High
20020719,7,6,2.5,0,1.6,0.2,-2.2,2.5,0.97,High
20020720,7,2,3.75,0,14.7,3,-0.5,6.5,0.7,Low
20020721,7,4,2.24,0.33,7.6,5.3,2.2,8.3,0.75,Low
20020722,7,7,2.53,0.14,7,2.5,0.8,4.2,0.89,Mid
20020723,7,5,3.39,0,14,4,0.4,7.6,0.71,Low
20020724,7,7,1.61,0.78,3.9,4.6,1.9,7.2,0.94,Mid
20020725,7,8,2.42,1.22,0,-0.3,-2.4,1.9,0.98,High
20020726,7,8,1.9,0.41,0,-2.2,-3.8,-0.6,0.98,High
20020727,7,7,2.2,0.04,4.3,0.8,-0.9,2.5,0.87,Mid
20020728,7,4,2.9,0,9.9,4.4,1,7.8,0.88,Mid
20020729,7,5,2.36,1,8.7,5.8,3,8.6,0.96,Mid
20020730,7,4,3.15,1.12,10.9,5.5,3.2,7.8,0.88,Mid
20020731,7,5,2.04,0.12,6.6,6.6,4.2,8.9,0.84,Low
20020801,8,8,1.37,0.56,0.9,5.7,3.9,7.4,0.96,Mid
20020802,8,5,2.03,0,5.3,4.4,1.5,7.2,0.93,Mid
20020803,8,2,2.44,0,8.8,4.8,2,7.6,0.78,Low
20020804,8,7,1.94,2.19,3.9,6.5,3,9.9,0.93,Mid
20020805,8,8,1.42,0.7,0,2.5,0.2,4.8,0.98,High
20020806,8,8,0.64,2.44,2,2.2,0.7,3.7,0.97,High
20020807,8,8,1.12,0.83,0,-0.6,-1.8,0.7,0.98,High
20020808,8,5,1.82,0,0.2,0.6,-0.8,2,0.98,High
20020809,8,6,1.32,0.93,0,1.8,0.7,2.8,0.98,High
20020810,8,6,1.21,0.97,1.1,1.1,0.2,2,0.94,Mid
20020811,8,8,0.77,4.22,0,1,-0.1,2,0.98,High
20020812,8,8,0.96,1.51,0,-0.6,-1.5,0.3,0.98,High
20020813,8,8,1.27,0.48,0,-0.9,-1.8,0,0.98,High
20020814,8,7,3.06,2,7.1,-0.5,-1.9,0.9,0.98,High
20020815,8,7,2.69,0.02,4.3,0.3,-1.7,2.2,0.98,High
20020816,8,7,2.06,0,2.7,2.1,0.2,3.9,0.99,High
20020817,8,6,2.06,0.05,5.5,2.9,0.9,4.8,0.95,Mid
20020818,8,6,1.55,0.76,4.9,3.7,1.3,6,0.86,Low
20020819,8,4,2.09,0.03,8.7,4.1,2.4,5.8,0.86,Low
20020820,8,4,1.78,0,7.5,4.4,2.4,6.3,0.82,Low
20020821,8,8,0.84,1.98,0,2.6,0.6,4.6,0.99,High
20020822,8,8,1.89,2.72,1.9,0.9,-1.7,3.4,0.98,High
20020823,8,5,2.27,0.03,9.1,3.1,0.3,5.9,0.8,Low
20020824,8,5,1.97,0.1,7.6,3.7,1.4,5.9,0.88,Mid
20020825,8,6,2.16,0.2,7.8,4.5,2.7,6.3,0.88,Mid
20020826,8,7,1.32,0.06,0,2.9,1,4.8,0.94,Mid
20020827,8,8,0.99,0.95,0,2.9,1.5,4.3,0.98,High
20020828,8,6,1.46,0.22,2.7,3.2,1.4,5,0.92,Mid
20020829,8,8,1.14,0.26,0,1.8,0.2,3.4,0.99,High
20020830,8,7,2.11,0.2,5.7,3.5,1.2,5.7,0.94,Mid
20020831,8,5,2.42,0.72,9.4,3.3,2.1,4.5,0.92,Mid
20020901,9,8,0.73,1.64,0,2,0.4,3.6,1,High
20020902,9,5,1.89,0.35,6.6,2.4,-0.1,4.8,0.89,Mid
20020903,9,8,1.02,0.12,0,0.4,-1.2,1.9,0.99,High
20020904,9,7,1.17,0.02,2.7,0.5,-0.9,1.9,0.98,High
20020905,9,7,1.26,0,0.7,1.1,-0.6,2.8,0.95,Mid
20020906,9,6,1.87,0,4.7,0.2,-1.1,1.5,0.98,High
20020907,9,5,1.35,0,4.2,0.6,-1.3,2.4,0.94,Mid
20020908,9,5,1.66,0.04,6.3,2,0.3,3.7,0.91,Mid
20020909,9,5,1.47,0,6.6,1.5,-0.3,3.3,0.92,Mid
20020910,9,7,1.04,1.24,0,1.5,-0.8,3.8,0.97,High
20020911,9,6,1.83,1.4,4.6,-1,-3.1,1.1,0.97,High
20020912,9,6,2.32,0.05,8.4,-2,-3.2,-0.7,0.97,High
20020913,9,3,2.32,0,8.6,-2.8,-6,0.5,0.81,Low
20020914,9,4,2.37,0,10.6,-4.2,-5.7,-2.6,0.84,Low
20020915,9,7,1.52,1.34,0,-5.2,-6.8,-3.5,0.97,High
20020916,9,7,2.22,0,8,-5.3,-7.8,-2.8,0.82,Low
20020917,9,2,2.53,0.08,11.5,-3,-5.1,-0.8,0.6,Low
20020918,9,2,2.61,0.05,12.3,0.7,-2.5,3.8,0.49,Low
20020919,9,7,1.15,0.15,3.3,1.2,-0.4,2.8,0.95,Mid
20020920,9,7,1.04,0.17,1.5,1.7,0.5,2.9,0.97,High
20020921,9,7,1.13,0.82,0.9,0.9,-0.9,2.6,0.97,High
20020922,9,8,1.1,0.82,0,-2,-4,0,0.97,High
20020923,9,8,0.72,1.7,0,-4.8,-5.6,-4,0.95,Mid
20020924,9,8,0.92,1.53,0,-4.9,-7.2,-2.5,0.96,Mid
20020925,9,8,1.59,0.59,0.5,-5.7,-8.9,-2.5,0.95,Mid
20020926,9,8,1.78,0.74,0,-7.2,-10,-4.3,0.95,Mid
20020927,9,8,1.27,2.41,0,-5.8,-6.8,-4.8,0.94,Mid
20020928,9,8,1.69,0.13,0,-8.5,-10.5,-6.5,0.93,Mid
20020929,9,0,2.36,0,11.3,-8.2,-11.3,-5,0.86,Low
20020930,9,1,2.31,0,11.3,-6.6,-8.2,-5,0.59,Low
20021001,10,1,2.25,0,11.4,1.3,-5.4,8,0.37,Low
20021002,10,5,2.16,0,9.8,0.5,-1.7,2.6,0.35,Low
20021003,10,6,1.75,0,3.3,0.5,-1.8,2.7,0.47,Low
20021004,10,8,0.87,0.91,0,-1.9,-3.6,-0.2,0.98,High
20021005,10,6,1.95,0.08,7.1,-4.6,-6.8,-2.3,0.77,Low
20021006,10,8,1.43,1.67,1.6,-3.9,-6,-1.8,0.97,High
20021007,10,6,1.72,0.52,6.5,-7.8,-9.9,-5.6,0.83,Low
20021008,10,4,1.99,0,6.9,-7.7,-10.1,-5.2,0.8,Low
20021009,10,7,1.94,0,7.4,-4.9,-7,-2.8,0.96,Mid
20021010,10,7,1.35,0,0,-2.4,-4.9,0.1,0.99,High
20021011,10,8,1.01,0.25,1.5,-0.3,-0.9,0.3,0.99,High
20021012,10,8,0.64,1.32,0,-2.8,-5.3,-0.3,0.97,High
20021013,10,5,1.91,0.06,8.8,-5.5,-7,-4,0.94,Mid
20021014,10,6,1.17,0,2.7,-3.4,-6.5,-0.2,0.93,Mid
20021015,10,5,1.38,0,3.5,-0.3,-1.5,0.9,0.87,Mid
20021016,10,7,0.79,0.1,0,-1.8,-3.7,0.1,0.99,High
20021017,10,8,0.41,1.9,0,-0.8,-2,0.4,0.98,High
20021018,10,6,1.32,0.84,1.8,-5.3,-9.3,-1.3,0.88,Mid
20021019,10,4,1.38,0.1,4.9,-9.7,-11.6,-7.8,0.84,Low
20021020,10,4,1.52,0,7.9,-6.5,-12,-1,0.56,Low
20021021,10,6,1.14,0.21,1.9,-0.7,-2.6,1.2,0.9,Mid
20021022,10,8,0.99,0.33,0,-2.5,-3.7,-1.3,0.99,High
20021023,10,7,0.87,1.9,1.1,-4,-5.3,-2.6,0.98,High
20021024,10,3,1.64,0.05,8.1,-7.4,-11.3,-3.5,0.92,Mid
20021025,10,7,1.28,0.28,2.6,-6.9,-9.1,-4.7,0.95,Mid
20021026,10,3,1.63,0,10.1,-5.9,-6.7,-5.1,0.92,Mid
20021027,10,5,1.5,0.52,9.8,-5.7,-8.3,-3,0.87,Mid
20021028,10,6,0.89,0.11,2.3,-7.9,-12.1,-3.7,0.92,Mid
20021029,10,3,1.46,0.1,9.1,-7.6,-12.5,-2.7,0.4,Low
20021030,10,4,1.17,0.03,7,-1.9,-2.7,-1,0.63,Low
20021031,10,8,0.85,0.6,1.3,-2.3,-3,-1.6,0.99,High
20021101,11,5,1.13,0.38,7.4,-3.8,-4.9,-2.7,0.87,Mid
20021102,11,7,0.43,0.88,0,-4,-5.1,-2.8,0.91,Mid
20021103,11,8,0.67,2.03,0,-4.3,-7.3,-1.2,0.97,High
20021104,11,8,0.69,2.6,0,-6,-9.5,-2.5,0.94,Mid
20021105,11,8,0.91,1.04,0,-11.7,-13.9,-9.4,0.92,Mid
20021106,11,1,1.39,0.38,9.1,-14.5,-15.6,-13.4,0.61,Low
20021107,11,4,1.25,0.44,8.7,-12.5,-13.4,-11.5,0.75,Low
20021108,11,6,0.88,0.45,0,-13.5,-15.1,-11.9,0.96,Mid
20021109,11,8,0.68,1.78,0,-10.1,-16,-4.2,0.97,High
20021110,11,5,1.06,0.94,3.9,-10.8,-13.8,-7.8,0.82,Low
20021111,11,8,0.66,1.34,0,-7.9,-12.3,-3.4,0.97,High
20021112,11,2,1.22,0,7.5,-8.9,-10.5,-7.2,0.81,Low
20021113,11,7,0.68,0.13,0,-7.7,-9.2,-6.1,0.96,Mid
20021114,11,8,0.27,0.66,0,-5,-6.2,-3.8,0.98,High
20021115,11,8,0.29,2,0,-3.1,-4.1,-2,0.99,High
20021116,11,8,0.17,0.54,0,-2.9,-3.8,-2,0.98,High
20021117,11,8,0.42,0.81,0,-4.7,-6.8,-2.5,0.97,High
20021118,11,8,0.25,3.3,0,-4.5,-6.6,-2.4,0.98,High
20021119,11,8,0.66,0.64,0,-5.3,-7.8,-2.7,0.98,High
20021120,11,1,1.12,0,9.1,-6.7,-8.2,-5.2,0.65,Low
20021121,11,8,0.56,0.87,0,-6.4,-7.5,-5.2,0.98,High
20021122,11,8,0.56,2.3,0,-7,-10.3,-3.6,0.97,High
20021123,11,1,1.17,1.52,8.2,-10.4,-11.5,-9.3,0.89,Mid
20021124,11,8,0.54,1.17,0,-7.2,-9.8,-4.5,0.96,Mid
20021125,11,8,0.53,3.45,0,-4.1,-5.2,-3,0.99,High
20021126,11,8,0.53,2.43,0,-2.7,-3.3,-2.1,0.97,High
20021127,11,7,0.84,0,1.1,-2.9,-3.5,-2.3,0.97,High
20021128,11,5,1.09,0,6.6,-4.2,-5.4,-3,0.93,Mid
20021129,11,8,0.52,1.23,0,-5.1,-6.1,-4,0.96,Mid
20021130,11,8,0.57,0.91,0,-8.2,-11.3,-5.1,0.93,Mid
20021201,12,1,1.1,0,5.4,-9.1,-11.5,-6.6,0.92,Mid
20021202,12,5,0.58,1.58,1.6,-11.3,-13.2,-9.4,0.87,Mid
20021203,12,8,0.58,0.21,0,-10.9,-13,-8.8,0.92,Mid
20021204,12,8,0.51,0.33,0,-9.4,-11.3,-7.5,0.96,Mid
20021205,12,8,0.5,0.4,0,-7,-8.1,-5.8,0.96,Mid
20021206,12,8,0.5,0.25,0,-7.3,-8.1,-6.5,0.96,Mid
20021207,12,8,0.5,0.41,0,-7.4,-8.1,-6.6,0.96,Mid
20021208,12,3,0.7,0.15,3.2,-8.8,-11.5,-6,0.9,Mid
20021209,12,3,1.02,0.05,8.7,-13.2,-15,-11.4,0.7,Low
20021210,12,0,1.01,0,8.8,-13,-15,-11,0.65,Low
20021211,12,1,1.01,0,8.7,-12.2,-13.5,-10.8,0.52,Low
20021212,12,1,1,0.03,8.5,-9.8,-11.6,-7.9,0.67,Low
20021213,12,5,0.76,0,3,-10.1,-11.3,-8.8,0.88,Mid
20021214,12,2,0.84,0,4.2,-9.8,-11.5,-8.1,0.68,Low
20021215,12,7,0.48,0.32,0,-8.2,-9.2,-7.1,0.91,Mid
20021216,12,6,0.87,0.52,5.2,-10.1,-11.3,-8.9,0.96,Mid
20021217,12,7,0.56,0.67,2.1,-10.5,-11.7,-9.2,0.96,Mid
20021218,12,8,0.47,1.22,0,-13.2,-14.8,-11.6,0.95,Mid
20021219,12,0,0.98,0,8.6,-12.2,-16.7,-7.6,0.44,Low
20021220,12,3,0.8,0.15,4.9,-7.2,-9.5,-4.8,0.27,Low
20021221,12,8,0.47,0.22,0,-6.7,-7.7,-5.7,1,High
20021222,12,7,0.61,1.37,2.7,-7.3,-8.8,-5.7,0.96,Mid
20021223,12,5,0.82,0.12,5.4,-4.9,-7.3,-2.4,0.67,Low
20021224,12,6,0.52,0.33,0,-4.1,-5.8,-2.4,0.93,Mid
20021225,12,7,0.64,0,1.5,-6.7,-7.6,-5.8,0.93,Mid
20021226,12,3,0.93,0,7,-7.4,-9.7,-5,0.64,Low
20021227,12,4,0.47,0.8,0.2,-5.9,-6.8,-5,0.9,Mid
20021228,12,8,0.47,1.36,0,-6.4,-7.1,-5.7,0.99,High
20021229,12,7,0.57,0.92,1,-9.6,-12.2,-7,0.97,High
20021230,12,6,0.47,0.55,0,-6.3,-8.5,-4,0.97,High
20021231,12,8,0.47,1.55,0,-7.8,-10.5,-5,0.97,High
20030101,1,3,0.87,0.17,5.4,-10.1,-11,-9.1,0.73,Low
20030102,1,6,0.49,0.7,7.5,-7.7,-9.9,-5.5,0.91,Mid
20030103,1,2,0.95,0,0,-9.6,-12.2,-6.9,0.74,Low
20030104,1,5,0.71,1.3,1.7,-10.5,-12,-9,0.84,Low
20030105,1,8,0.51,0.65,0,-14.7,-18.7,-10.6,0.94,Mid
20030106,1,3,1,0.55,6.4,-16.8,-18.9,-14.6,0.74,Low
20030107,1,7,0.5,0.21,0,-20.1,-24.2,-16,0.88,Mid
20030108,1,2,0.76,0,2,-19.8,-24.4,-15.1,0.8,Low
20030109,1,7,0.5,0.51,0,-13.8,-15.5,-12,0.92,Mid
20030110,1,6,0.79,0,2.7,-15,-16.2,-13.8,0.95,Mid
20030111,1,1,1.07,0,8.4,-18.1,-19.9,-16.2,0.69,Low
20030112,1,1,1.09,1.12,9.1,-18.7,-20.9,-16.5,0.46,Low
20030113,1,5,0.75,0.46,2.3,-13.8,-17.5,-10,0.76,Low
20030114,1,6,0.55,0.24,0.4,-9,-11,-7,0.77,Low
20030115,1,1,1.13,0,9,-4.7,-7.5,-1.8,0.42,Low
20030116,1,5,0.99,0.11,6.5,-8.7,-13.5,-3.8,0.93,Mid
20030117,1,0,1.16,0,9.3,-11.4,-15,-7.8,0.37,Low
20030118,1,1,1.18,0,9.2,-11.7,-15.2,-8.1,0.73,Low
20030119,1,2,1.19,0,9.3,-7.6,-11.9,-3.2,0.22,Low
20030120,1,5,1.19,0,6.4,-8.1,-10.3,-5.8,0.56,Low
20030121,1,6,0.66,0.87,0.6,-8.5,-10.5,-6.4,0.88,Mid
20030122,1,7,0.59,0.73,0,-11,-12.9,-9.1,0.98,High
20030123,1,7,0.86,0.86,2,-12.8,-14.4,-11.2,0.97,High
20030124,1,8,0.67,0.84,4.9,-14.2,-15.4,-12.9,0.96,Mid
20030125,1,3,1.15,0.05,0,-14.5,-15,-13.9,0.86,Low
20030126,1,7,0.73,0.2,0,-15.3,-16,-14.5,0.95,Mid
20030127,1,8,0.83,0.27,0,-11.4,-17,-5.8,0.99,High
20030128,1,6,0.83,0.89,2.3,-11.2,-16.6,-5.7,0.93,Mid
20030129,1,2,1.15,0.33,4.6,-17.4,-18.4,-16.4,0.89,Mid
20030130,1,7,0.91,0.54,2.5,-18.2,-19,-17.3,0.93,Mid
20030131,1,8,1,0.44,0,-20.1,-21.3,-18.8,0.92,Mid
20030201,2,4,1.13,0,5.1,-22,-23.2,-20.7,0.91,Mid
20030202,2,6,0.85,0.06,0,-19.8,-22.7,-16.8,0.91,Mid
20030203,2,6,1.19,0,5.8,-16.6,-18.8,-14.3,0.94,Mid
20030204,2,8,0.63,1.1,0,-15,-18.6,-11.4,0.94,Mid
20030205,2,7,1.12,0.54,0,-20.2,-21.8,-18.6,0.91,Mid
20030206,2,8,0.98,0.17,0,-20.2,-21,-19.4,0.92,Mid
20030207,2,4,1.55,0.21,8.9,-20.2,-23,-17.3,0.88,Mid
20030208,2,8,0.88,1.54,0,-15.5,-18.1,-12.8,0.93,Mid
20030209,2,1,1.49,0,9.8,-15.4,-18.6,-12.2,0.72,Low
20030210,2,1,1.52,0,9.8,-12.6,-14.4,-10.8,0.81,Low
20030211,2,2,1.33,0,8.8,-14.8,-17,-12.5,0.88,Mid
20030212,2,1,1.6,0,10.1,-18.6,-20.5,-16.6,0.5,Low
20030213,2,4,1.52,0,8.8,-17.5,-19.5,-15.5,0.67,Low
20030214,2,2,1.67,0,9,-15.2,-16.5,-13.8,0.67,Low
20030215,2,5,1.3,0.32,4.8,-17,-19,-15,0.76,Low
20030216,2,8,1.13,0.43,0.6,-20,-23.5,-16.5,0.95,Mid
20030217,2,3,1.75,0,8.7,-20,-22.6,-17.4,0.85,Low
20030218,2,1,1.7,0,10.4,-16.1,-18.6,-13.5,0.44,Low
20030219,2,2,1.72,0,10.4,-13.7,-15.6,-11.7,0.43,Low
20030220,2,1,1.72,0,10.6,-10.2,-12.4,-7.9,0.45,Low
20030221,2,0,1.82,0,10.9,-9.4,-10.1,-8.7,0.42,Low
20030222,2,0,1.83,0,11,-9.9,-11.3,-8.5,0.32,Low
20030223,2,0,1.85,0,10.8,-9.5,-11.4,-7.5,0.35,Low
20030224,2,0,1.9,0,10.6,-9.7,-11.4,-8,0.37,Low
20030225,2,0,1.94,0,10.9,-7.9,-9.4,-6.4,0.31,Low
20030226,2,1,1.99,0,10.8,-9.1,-10.6,-7.6,0.4,Low
20030227,2,0,2.01,0,11.1,-9,-10.5,-7.4,0.38,Low
20030228,2,1,1.97,0,10.9,-9.8,-11.6,-8,0.58,Low
20030301,3,5,1.32,0,3,-9.5,-11.3,-7.7,0.95,Mid
20030302,3,8,1.27,0.81,0,-7.7,-10.2,-5.1,0.9,Mid
20030303,3,8,1.35,0.67,0,-11.2,-12.9,-9.4,1,High
20030304,3,1,2.05,0.36,10.8,-12.1,-14.4,-9.7,0.85,Low
20030305,3,4,1.74,0.81,3.3,-10.4,-13.9,-6.8,0.79,Low
20030306,3,5,1.79,0.72,6.2,-6,-8.4,-3.5,0.55,Low
20030307,3,3,1.9,0.04,5,-10.3,-12.3,-8.2,0.95,Mid
20030308,3,5,2.04,0,7,-11,-13.2,-8.7,0.67,Low
20030309,3,7,1.64,0,3.3,-9.1,-10.6,-7.6,0.85,Low
20030310,3,4,1.47,2.79,4,-8,-11,-5,0.57,Low
20030311,3,4,1.68,0,4.4,-3.9,-5.6,-2.2,0.48,Low
20030312,3,6,2.21,0.93,9.3,-6.3,-9.6,-3,0.7,Low
20030313,3,8,1.24,1.19,0,-12.5,-15.4,-9.6,0.97,High
20030314,3,8,1.71,0.64,0,-17.3,-19.1,-15.4,0.95,Mid
20030315,3,5,2.27,0.34,7.4,-18.5,-20.5,-16.4,0.9,Mid
20030316,3,4,2.22,0.06,0,-16.4,-19,-13.8,0.93,Mid
20030317,3,4,2.25,0.05,9.5,-13.4,-15.8,-11,0.62,Low
20030318,3,2,2.54,0,9.5,-13.1,-16.2,-10,0.7,Low
20030319,3,2,2.38,0,9.6,-10.2,-10.8,-9.5,0.78,Low
20030320,3,3,2.1,0.81,8,-10.9,-12.2,-9.6,0.63,Low
20030321,3,3,2.37,0,9.6,-11.7,-14,-9.3,0.69,Low
20030322,3,0,2.65,0,11.3,-11.8,-12.6,-11,0.63,Low
20030323,3,1,2.63,0,11.8,-9.4,-12.5,-6.2,0.39,Low
20030324,3,0,2.64,0,11.8,-3.2,-6.2,-0.2,0.49,Low
20030325,3,3,2.63,0,11.6,-3.9,-5.5,-2.3,0.67,Low
20030326,3,3,2.41,0,9.7,-6.5,-8.1,-4.8,0.78,Low
20030327,3,5,2.46,0,9.1,-6.6,-8.7,-4.5,0.83,Low
20030328,3,5,2.23,0,8.4,-5.2,-7.5,-2.8,0.88,Mid
20030329,3,6,1.72,0.05,2.3,-4.1,-6.4,-1.7,0.96,Mid
20030330,3,5,2.11,0.08,5.5,-3.6,-5.7,-1.5,0.88,Mid
20030331,3,8,1.46,0.79,0,-6.7,-8.9,-4.4,0.99,High
20030401,4,3,2.88,0.1,11.7,-8,-12,-4,0.54,Low
20030402,4,8,1.23,2.14,0,-9.8,-13.4,-6.1,0.98,High
20030403,4,8,1.95,1.35,0,-13.6,-15.4,-11.7,0.97,High
20030404,4,8,2.13,0.9,0,-15.2,-16.9,-13.5,0.94,Mid
20030405,4,7,2.65,2.85,6.3,-12.9,-16.1,-9.6,0.8,Low
20030406,4,8,1.96,2.06,0,-16.3,-20.7,-11.8,0.94,Mid
20030407,4,8,2.08,0.74,0,-22.9,-25,-20.7,0.9,Mid
20030408,4,2,3.04,0,11.2,-18.9,-23.4,-14.3,0.82,Low
20030409,4,8,2.29,1.05,0,-15.3,-18.1,-12.4,0.95,Mid
20030410,4,8,1.63,1.15,0,-12.5,-14.7,-10.3,0.95,Mid
20030411,4,7,2.06,0.42,3.3,-11.3,-12.8,-9.7,0.96,Mid
20030412,4,8,2.13,1.03,0,-7.3,-11.3,-3.3,0.96,Mid
20030413,4,3,3.03,0.1,8.1,-8.5,-10.8,-6.2,0.83,Low
20030414,4,1,3.39,0,13.1,-6.4,-8.4,-4.4,0.58,Low
20030415,4,5,2.41,0,5.8,-6,-8.4,-3.6,0.83,Low
20030416,4,2,3.12,0,12.5,-6.1,-8.3,-3.8,0.69,Low
20030417,4,3,2.86,0,8.3,-6.2,-7.5,-4.8,0.9,Mid
20030418,4,8,1.88,1,0,-8.7,-11.4,-6,0.97,High
20030419,4,8,1.38,1.64,0,-9.8,-11.5,-8,0.97,High
20030420,4,7,1.62,0.32,0,-7.7,-9.4,-5.9,0.97,High
20030421,4,6,2.15,0.78,2.1,-6.3,-9.4,-3.2,0.96,Mid
20030422,4,6,2.13,0.53,0,-6.3,-7.8,-4.7,0.95,Mid
20030423,4,6,2.48,0.96,4.9,-7.5,-9.6,-5.3,0.97,High
20030424,4,5,2.4,0.2,6.4,-7.3,-8.6,-6,0.93,Mid
20030425,4,3,3.35,0,13.1,-4.4,-7.6,-1.1,0.78,Low
20030426,4,6,2,0.77,3.2,-2.3,-4,-0.5,0.92,Mid
20030427,4,6,2.58,0.36,4.6,-2.1,-6.5,2.4,0.93,Mid
20030428,4,5,3.17,0,9.8,-3.6,-6.3,-0.8,0.87,Mid
20030429,4,5,3.12,0,9.6,0.6,-2.2,3.4,0.78,Low
20030430,4,6,1.89,0.05,1.4,0.7,-0.9,2.2,0.91,Mid
20030501,5,8,1.15,0.02,0,-1.6,-3.7,0.6,1,High
20030502,5,6,1.6,1.04,5,-1.5,-3.8,0.8,0.98,High
20030503,5,3,2.43,0.59,4.3,-3.9,-7.4,-0.3,0.85,Low
20030504,5,3,3.68,0,13.5,-0.6,-5,3.8,0.37,Low
20030505,5,1,3.33,0,12.1,4.4,2.1,6.6,0.6,Low
20030506,5,3,3.53,0,12.4,4.3,2.2,6.4,0.42,Low
20030507,5,2,3.55,0,13.4,5.5,3.3,7.7,0.49,Low
20030508,5,5,2.86,0,8.4,4.9,3.1,6.7,0.68,Low
20030509,5,7,2.53,0,5.9,2.5,0.3,4.7,0.89,Mid
20030510,5,7,2.02,0.5,0,0,-1.3,1.3,0.97,High
20030511,5,8,2.03,0.08,0.4,0.1,-2,2.1,1,High
20030512,5,6,1.8,1.14,6.1,0.7,-2,3.4,0.89,Mid
20030513,5,8,1.22,2.23,0,-1.2,-2.5,0.2,1,High
20030514,5,8,2.28,1.13,0,-6.5,-10.7,-2.2,0.97,High
20030515,5,6,3.15,0.15,5.2,-9.7,-12.7,-6.7,0.96,Mid
20030516,5,4,4.09,0,11.3,-7,-11,-3,0.9,Mid
20030517,5,6,2.41,0.05,4.6,-3.2,-5.9,-0.4,0.92,Mid
20030518,5,6,2.42,0,6.1,-1.7,-3.9,0.5,0.95,Mid
20030519,5,7,2.41,0.75,4.9,0.6,-1.6,2.7,0.95,Mid
20030520,5,8,1.77,2.54,0,-3.1,-7,0.9,1,High
20030521,5,8,2.76,1.79,0,-7.7,-8.9,-6.4,0.99,High
20030522,5,8,2.84,2.59,0,-7.1,-8.7,-5.4,0.99,High
20030523,5,5,3.25,2.31,8.8,-3,-5.6,-0.4,0.89,Mid
20030524,5,2,3.96,0,14.8,-0.3,-2.5,2,0.73,Low
20030525,5,3,3.52,0,12.7,1.4,-0.8,3.5,0.88,Mid
20030526,5,4,2.86,1.45,8.9,2.3,-0.2,4.8,0.84,Low
20030527,5,6,2.19,0.36,3.1,1.5,-0.3,3.2,0.98,High
20030528,5,5,2.19,0.13,6.4,2.9,0.1,5.7,0.88,Mid
20030529,5,5,3.21,0,11.6,3,0.1,5.8,0.82,Low
20030530,5,6,3.51,0.3,11.7,4.1,0.6,7.6,0.87,Mid
20030531,5,6,2.35,1.01,5.7,2.6,0.2,5,0.91,Mid
20030601,6,6,2.7,0.18,6.1,2.1,-0.1,4.3,0.91,Mid
20030602,6,6,2.22,0.22,9.7,1.7,-0.2,3.5,0.83,Low
20030603,6,6,3.63,0,12.1,4.1,0.4,7.7,0.84,Low
20030604,6,4,3.1,0.09,11.7,5.1,2.6,7.5,0.76,Low
20030605,6,5,2.36,0,6.7,6.6,4.2,8.9,0.8,Low
20030606,6,7,2,1.37,5.3,6.1,3.2,9,0.96,Mid
20030607,6,7,2.01,0.18,2.4,5.9,2.9,8.8,0.93,Mid
20030608,6,7,2.91,0.07,8.6,5.4,2.5,8.2,0.87,Mid
20030609,6,5,2.35,0.18,5.3,5.8,2.3,9.3,0.94,Mid
20030610,6,5,2.97,0,10.4,7.1,4,10.2,0.72,Low
20030611,6,5,2.49,1.3,7.3,8.2,5.2,11.2,0.9,Mid
20030612,6,5,2.57,0.22,9.3,9,5.7,12.2,0.7,Low
20030613,6,4,3.02,1.75,8.5,6.4,4.7,8,0.9,Mid
20030614,6,5,3.61,1.85,12.4,8.7,3.9,13.4,0.76,Low
20030615,6,6,2.46,0.81,7.4,4.8,2,7.5,0.93,Mid
20030616,6,7,2.22,0.34,8.5,4,2,6,0.92,Mid
20030617,6,5,3.24,1.01,10.8,6,2.4,9.5,0.79,Low
20030618,6,8,1.47,1.14,0,2.6,1,4.1,1,High
20030619,6,8,1.62,0.16,0,0.2,-1.2,1.5,0.99,High
20030620,6,6,2.26,0.5,7,3.3,1,5.5,0.88,Mid
20030621,6,5,3.95,0,12.9,2.2,-0.8,5.2,0.86,Low
20030622,6,2,4.03,0,15.5,5.1,1.4,8.8,0.66,Low
20030623,6,5,2.81,1.27,9.6,8.2,3.7,12.7,0.59,Low
